date,store_id,store_name,city,product_id,product_name,category,shelf_life_days,quantity_on_hand,days_until_expiry,freshness_score,at_risk_cost,at_risk_co2_kg,risk_level
2025-12-03,9,Seaside Market,Harbor Town,59,Chicken Thighs 500g,Meat,3,13.8,1,0.33,38.64,95.22,critical
2025-12-03,8,Harbor Fresh,Harbor Town,73,Tuna Steak 300g,Seafood,2,7.0,1,0.5,38.5,42.7,critical
2025-12-09,4,SuperSave East,Metro City,82,Muffins 4pk,Bakery,3,15.4,1,0.33,38.5,15.4,critical
2025-12-17,8,Harbor Fresh,Harbor Town,70,Salmon Fillet 300g,Seafood,2,7.7,1,0.5,38.5,91.63,critical
2025-12-06,9,Seaside Market,Harbor Town,68,Ham Sliced 200g,Meat,10,19.2,1,0.1,38.4,153.6,critical
2025-12-27,10,Dock Street Grocery,Harbor Town,62,Pork Chops 500g,Meat,3,12.8,1,0.33,38.4,154.88,critical
2025-12-20,7,Valley Organics,Green Valley,59,Chicken Thighs 500g,Meat,3,13.7,1,0.33,38.36,94.53,critical
2025-12-19,4,SuperSave East,Metro City,31,Bell Peppers - Green,Vegetables,10,31.9,1,0.1,38.28,25.52,critical
2025-12-05,3,GreenGrocer Central,Metro City,12,Avocados,Fruits,5,25.5,1,0.2,38.25,63.75,critical
2025-12-05,6,Nature's Best,Green Valley,47,Skim Milk 1L,Dairy,7,42.5,1,0.14,38.25,119.0,critical
2025-12-19,9,Seaside Market,Harbor Town,1,Bananas,Fruits,7,47.7,1,0.14,38.16,42.93,critical
2025-12-24,5,FreshMart Valley,Green Valley,59,Chicken Thighs 500g,Meat,3,13.6,1,0.33,38.08,93.84,critical
2025-12-04,1,FreshMart Downtown,Metro City,82,Muffins 4pk,Bakery,3,15.2,1,0.33,38.0,15.2,critical
2025-12-22,6,Nature's Best,Green Valley,85,Donuts 6pk,Bakery,2,15.1,1,0.5,37.75,18.12,critical
2025-12-07,1,FreshMart Downtown,Metro City,68,Ham Sliced 200g,Meat,10,18.8,1,0.1,37.6,150.4,critical
2025-12-15,1,FreshMart Downtown,Metro City,66,Turkey Breast 500g,Meat,3,9.4,1,0.33,37.6,51.7,critical
2025-12-20,5,FreshMart Valley,Green Valley,85,Donuts 6pk,Bakery,2,15.0,1,0.5,37.5,18.0,critical
2025-12-19,3,GreenGrocer Central,Metro City,55,Eggs - Dozen,Dairy,21,18.7,1,0.05,37.4,89.76,critical
2025-12-18,7,Valley Organics,Green Valley,78,Whole Wheat Bread,Bakery,5,31.1,1,0.2,37.32,21.77,critical
2025-12-21,8,Harbor Fresh,Harbor Town,82,Muffins 4pk,Bakery,3,14.9,1,0.33,37.25,14.9,critical
2025-12-31,4,SuperSave East,Metro City,80,Croissants 4pk,Bakery,3,14.9,1,0.33,37.25,16.39,critical
2025-12-04,4,SuperSave East,Metro City,66,Turkey Breast 500g,Meat,3,9.3,1,0.33,37.2,51.15,critical
2025-12-30,4,SuperSave East,Metro City,20,Raspberries,Fruits,4,10.6,1,0.25,37.1,10.6,critical
2025-12-02,9,Seaside Market,Harbor Town,86,Cake - Chocolate,Bakery,5,7.4,1,0.2,37.0,14.8,critical
2025-12-02,4,SuperSave East,Metro City,139,Rotisserie Chicken,Deli,3,9.2,1,0.33,36.8,63.48,critical
2025-12-10,7,Valley Organics,Green Valley,77,White Bread Loaf,Bakery,5,36.6,1,0.2,36.6,29.28,critical
2025-12-14,6,Nature's Best,Green Valley,47,Skim Milk 1L,Dairy,7,40.5,1,0.14,36.45,113.4,critical
2025-12-17,4,SuperSave East,Metro City,139,Rotisserie Chicken,Deli,3,9.1,1,0.33,36.4,62.79,critical
2025-12-19,9,Seaside Market,Harbor Town,67,Lamb Chops 500g,Meat,3,5.2,1,0.33,36.4,203.84,critical
2025-12-24,4,SuperSave East,Metro City,67,Lamb Chops 500g,Meat,3,5.2,1,0.33,36.4,203.84,critical
2025-12-24,8,Harbor Fresh,Harbor Town,139,Rotisserie Chicken,Deli,3,9.1,1,0.33,36.4,62.79,critical
2025-12-26,9,Seaside Market,Harbor Town,67,Lamb Chops 500g,Meat,3,5.2,1,0.33,36.4,203.84,critical
2025-12-19,3,GreenGrocer Central,Metro City,73,Tuna Steak 300g,Seafood,2,6.6,1,0.5,36.3,40.26,critical
2025-12-27,6,Nature's Best,Green Valley,25,Broccoli,Vegetables,7,24.2,1,0.14,36.3,21.78,critical
2025-12-20,5,FreshMart Valley,Green Valley,65,Sausages 500g,Meat,7,14.5,1,0.14,36.25,116.0,critical
2025-12-31,6,Nature's Best,Green Valley,63,Ground Pork 500g,Meat,3,12.9,1,0.33,36.12,156.09,critical
2025-12-03,3,GreenGrocer Central,Metro City,85,Donuts 6pk,Bakery,2,14.4,1,0.5,36.0,17.28,critical
2025-12-07,10,Dock Street Grocery,Harbor Town,61,Beef Steak 300g,Meat,3,6.0,1,0.33,36.0,162.0,critical
2025-12-12,1,FreshMart Downtown,Metro City,74,Tilapia Fillet 300g,Seafood,2,12.0,1,0.5,36.0,48.0,critical
2025-12-21,3,GreenGrocer Central,Metro City,62,Pork Chops 500g,Meat,3,12.0,1,0.33,36.0,145.2,critical
2025-12-03,9,Seaside Market,Harbor Town,73,Tuna Steak 300g,Seafood,2,6.5,1,0.5,35.75,39.65,critical
2025-12-11,3,GreenGrocer Central,Metro City,67,Lamb Chops 500g,Meat,3,5.1,1,0.33,35.7,199.92,critical
2025-12-18,1,FreshMart Downtown,Metro City,64,Bacon 250g,Meat,7,10.2,1,0.14,35.7,123.42,critical
2025-12-20,8,Harbor Fresh,Harbor Town,62,Pork Chops 500g,Meat,3,11.9,1,0.33,35.7,143.99,critical
2025-12-30,5,FreshMart Valley,Green Valley,67,Lamb Chops 500g,Meat,3,5.1,1,0.33,35.7,199.92,critical
2025-12-30,7,Valley Organics,Green Valley,67,Lamb Chops 500g,Meat,3,5.1,1,0.33,35.7,199.92,critical
2025-12-01,6,Nature's Best,Green Valley,59,Chicken Thighs 500g,Meat,3,12.7,1,0.33,35.56,87.63,critical
2025-12-05,2,FreshMart Uptown,Metro City,85,Donuts 6pk,Bakery,2,14.2,1,0.5,35.5,17.04,critical
2025-12-05,10,Dock Street Grocery,Harbor Town,86,Cake - Chocolate,Bakery,5,7.1,1,0.2,35.5,14.2,critical
2025-12-11,8,Harbor Fresh,Harbor Town,65,Sausages 500g,Meat,7,14.2,1,0.14,35.5,113.6,critical
2025-12-02,10,Dock Street Grocery,Harbor Town,61,Beef Steak 300g,Meat,3,5.9,1,0.33,35.4,159.3,critical
2025-12-02,7,Valley Organics,Green Valley,137,Salad Mix 300g,Deli,5,17.6,1,0.2,35.2,8.8,critical
2025-12-28,1,FreshMart Downtown,Metro City,139,Rotisserie Chicken,Deli,3,8.8,1,0.33,35.2,60.72,critical
2025-12-03,9,Seaside Market,Harbor Town,78,Whole Wheat Bread,Bakery,5,29.3,1,0.2,35.16,20.51,critical
2025-12-06,8,Harbor Fresh,Harbor Town,126,Potato Chips 200g,Snacks,120,23.3,1,0.01,34.95,51.26,critical
2025-12-12,7,Valley Organics,Green Valley,84,Tortillas 10pk,Bakery,14,23.3,1,0.07,34.95,16.31,critical
2025-12-21,10,Dock Street Grocery,Harbor Town,83,Burger Buns 8pk,Bakery,5,23.3,1,0.2,34.95,18.64,critical
2025-12-02,2,FreshMart Uptown,Metro City,46,Whole Milk 1L,Dairy,7,34.9,1,0.14,34.9,111.68,critical
2025-12-02,5,FreshMart Valley,Green Valley,71,Shrimp 500g,Seafood,2,5.8,1,0.5,34.8,104.4,critical
2025-12-20,6,Nature's Best,Green Valley,79,Sourdough Bread,Bakery,5,17.4,1,0.2,34.8,10.44,critical
2025-12-28,4,SuperSave East,Metro City,4,Oranges,Fruits,14,34.8,1,0.07,34.8,17.4,critical
2025-12-28,10,Dock Street Grocery,Harbor Town,71,Shrimp 500g,Seafood,2,5.8,1,0.5,34.8,104.4,critical
2025-12-30,8,Harbor Fresh,Harbor Town,77,White Bread Loaf,Bakery,5,34.8,1,0.2,34.8,27.84,critical
2025-12-23,7,Valley Organics,Green Valley,85,Donuts 6pk,Bakery,2,13.9,1,0.5,34.75,16.68,critical
2025-12-24,1,FreshMart Downtown,Metro City,80,Croissants 4pk,Bakery,3,13.9,1,0.33,34.75,15.29,critical
2025-12-28,8,Harbor Fresh,Harbor Town,59,Chicken Thighs 500g,Meat,3,12.4,1,0.33,34.72,85.56,critical
2025-12-09,9,Seaside Market,Harbor Town,1,Bananas,Fruits,7,43.3,1,0.14,34.64,38.97,critical
2025-12-19,9,Seaside Market,Harbor Town,6,Blueberries,Fruits,7,11.5,1,0.14,34.5,9.2,critical
2025-12-16,2,FreshMart Uptown,Metro City,8,Grapes - Green,Fruits,10,16.4,1,0.1,34.44,11.48,critical
2025-12-03,4,SuperSave East,Metro City,141,Sushi 8pc Pack,Deli,1,8.6,1,1.0,34.4,25.8,critical
2025-12-12,10,Dock Street Grocery,Harbor Town,79,Sourdough Bread,Bakery,5,17.2,1,0.2,34.4,10.32,critical
2025-12-20,4,SuperSave East,Metro City,72,Cod Fillet 300g,Seafood,2,8.6,1,0.5,34.4,46.44,critical
2025-12-23,6,Nature's Best,Green Valley,137,Salad Mix 300g,Deli,5,17.2,1,0.2,34.4,8.6,critical
2025-12-30,3,GreenGrocer Central,Metro City,66,Turkey Breast 500g,Meat,3,8.6,1,0.33,34.4,47.3,critical
2025-12-11,8,Harbor Fresh,Harbor Town,136,Fresh Pasta 400g,Deli,5,13.7,1,0.2,34.25,13.7,critical
2025-12-25,8,Harbor Fresh,Harbor Town,85,Donuts 6pk,Bakery,2,13.7,1,0.5,34.25,16.44,critical
2025-12-10,6,Nature's Best,Green Valley,61,Beef Steak 300g,Meat,3,5.7,1,0.33,34.2,153.9,critical
2025-12-06,7,Valley Organics,Green Valley,73,Tuna Steak 300g,Seafood,2,6.2,1,0.5,34.1,37.82,critical
2025-12-14,1,FreshMart Downtown,Metro City,73,Tuna Steak 300g,Seafood,2,6.2,1,0.5,34.1,37.82,critical
2025-12-02,6,Nature's Best,Green Valley,85,Donuts 6pk,Bakery,2,13.6,1,0.5,34.0,16.32,critical
2025-12-06,9,Seaside Market,Harbor Town,66,Turkey Breast 500g,Meat,3,8.5,1,0.33,34.0,46.75,critical
2025-12-08,4,SuperSave East,Metro City,68,Ham Sliced 200g,Meat,10,17.0,1,0.1,34.0,136.0,critical
2025-12-26,2,FreshMart Uptown,Metro City,139,Rotisserie Chicken,Deli,3,8.5,1,0.33,34.0,58.65,critical
2025-12-27,7,Valley Organics,Green Valley,72,Cod Fillet 300g,Seafood,2,8.5,1,0.5,34.0,45.9,critical
2025-12-27,10,Dock Street Grocery,Harbor Town,70,Salmon Fillet 300g,Seafood,2,6.8,1,0.5,34.0,80.92,critical
2025-12-24,2,FreshMart Uptown,Metro City,62,Pork Chops 500g,Meat,3,11.3,1,0.33,33.9,136.73,critical
2025-12-05,5,FreshMart Valley,Green Valley,79,Sourdough Bread,Bakery,5,16.9,1,0.2,33.8,10.14,critical
2025-12-16,8,Harbor Fresh,Harbor Town,80,Croissants 4pk,Bakery,3,13.5,1,0.33,33.75,14.85,critical
2025-12-10,1,FreshMart Downtown,Metro City,67,Lamb Chops 500g,Meat,3,4.8,1,0.33,33.6,188.16,critical
2025-12-18,1,FreshMart Downtown,Metro City,84,Tortillas 10pk,Bakery,14,22.4,1,0.07,33.6,15.68,critical
2025-12-20,4,SuperSave East,Metro City,73,Tuna Steak 300g,Seafood,2,6.1,1,0.5,33.55,37.21,critical
2025-12-21,3,GreenGrocer Central,Metro City,73,Tuna Steak 300g,Seafood,2,6.1,1,0.5,33.55,37.21,critical
2025-12-06,10,Dock Street Grocery,Harbor Town,70,Salmon Fillet 300g,Seafood,2,6.7,1,0.5,33.5,79.73,critical
2025-12-10,1,FreshMart Downtown,Metro City,5,Strawberries,Fruits,5,13.4,1,0.2,33.5,14.74,critical
2025-12-05,1,FreshMart Downtown,Metro City,31,Bell Peppers - Green,Vegetables,10,27.9,1,0.1,33.48,22.32,critical
2025-12-31,5,FreshMart Valley,Green Valley,30,Bell Peppers - Red,Vegetables,10,22.3,1,0.1,33.45,20.07,critical
2025-12-22,6,Nature's Best,Green Valley,8,Grapes - Green,Fruits,10,15.9,1,0.1,33.39,11.13,critical
2025-12-08,9,Seaside Market,Harbor Town,42,Asparagus,Vegetables,5,11.1,1,0.2,33.3,9.99,critical
2025-12-18,2,FreshMart Uptown,Metro City,62,Pork Chops 500g,Meat,3,11.1,1,0.33,33.3,134.31,critical
2025-12-15,5,FreshMart Valley,Green Valley,80,Croissants 4pk,Bakery,3,13.3,1,0.33,33.25,14.63,critical
2025-12-17,3,GreenGrocer Central,Metro City,80,Croissants 4pk,Bakery,3,13.3,1,0.33,33.25,14.63,critical
2025-12-19,9,Seaside Market,Harbor Town,7,Grapes - Red,Fruits,10,16.6,1,0.1,33.2,11.62,critical
2025-12-03,10,Dock Street Grocery,Harbor Town,12,Avocados,Fruits,5,22.1,1,0.2,33.15,55.25,critical
2025-12-01,1,FreshMart Downtown,Metro City,22,Potatoes,Vegetables,30,55.2,1,0.03,33.12,27.6,critical
2025-12-02,4,SuperSave East,Metro City,59,Chicken Thighs 500g,Meat,3,11.8,1,0.33,33.04,81.42,critical
2025-12-03,4,SuperSave East,Metro City,71,Shrimp 500g,Seafood,2,5.5,1,0.5,33.0,99.0,critical
2025-12-05,10,Dock Street Grocery,Harbor Town,49,Mozzarella 200g,Dairy,14,16.5,1,0.07,33.0,115.5,critical
2025-12-12,9,Seaside Market,Harbor Town,73,Tuna Steak 300g,Seafood,2,6.0,1,0.5,33.0,36.6,critical
2025-12-14,2,FreshMart Uptown,Metro City,54,Heavy Cream 500ml,Dairy,10,13.2,1,0.1,33.0,52.8,critical
2025-12-19,2,FreshMart Uptown,Metro City,10,Mangoes,Fruits,8,13.2,1,0.12,33.0,19.8,critical
2025-12-24,9,Seaside Market,Harbor Town,85,Donuts 6pk,Bakery,2,13.2,1,0.5,33.0,15.84,critical
2025-12-28,7,Valley Organics,Green Valley,74,Tilapia Fillet 300g,Seafood,2,11.0,1,0.5,33.0,44.0,critical
2025-12-05,5,FreshMart Valley,Green Valley,67,Lamb Chops 500g,Meat,3,4.7,1,0.33,32.9,184.24,critical
2025-12-18,3,GreenGrocer Central,Metro City,72,Cod Fillet 300g,Seafood,2,8.2,1,0.5,32.8,44.28,critical
2025-12-26,8,Harbor Fresh,Harbor Town,139,Rotisserie Chicken,Deli,3,8.2,1,0.33,32.8,56.58,critical
2025-12-27,5,FreshMart Valley,Green Valley,66,Turkey Breast 500g,Meat,3,8.2,1,0.33,32.8,45.1,critical
2025-12-27,8,Harbor Fresh,Harbor Town,49,Mozzarella 200g,Dairy,14,16.4,1,0.07,32.8,114.8,critical
2025-12-28,2,FreshMart Uptown,Metro City,66,Turkey Breast 500g,Meat,3,8.2,1,0.33,32.8,45.1,critical
2025-12-25,8,Harbor Fresh,Harbor Town,13,Peaches,Fruits,7,18.2,1,0.14,32.76,9.1,critical
2025-12-13,4,SuperSave East,Metro City,30,Bell Peppers - Red,Vegetables,10,21.8,1,0.1,32.7,19.62,critical
2025-12-08,2,FreshMart Uptown,Metro City,72,Cod Fillet 300g,Seafood,2,8.1,1,0.5,32.4,43.74,critical
2025-12-11,3,GreenGrocer Central,Metro City,7,Grapes - Red,Fruits,10,16.2,1,0.1,32.4,11.34,critical
2025-12-21,8,Harbor Fresh,Harbor Town,19,Cherries,Fruits,5,8.1,1,0.2,32.4,4.86,critical
2025-12-23,8,Harbor Fresh,Harbor Town,139,Rotisserie Chicken,Deli,3,8.1,1,0.33,32.4,55.89,critical
2025-12-09,8,Harbor Fresh,Harbor Town,63,Ground Pork 500g,Meat,3,11.5,1,0.33,32.2,139.15,critical
2025-12-10,8,Harbor Fresh,Harbor Town,63,Ground Pork 500g,Meat,3,11.5,1,0.33,32.2,139.15,critical
2025-12-02,5,FreshMart Valley,Green Valley,141,Sushi 8pc Pack,Deli,1,8.0,1,1.0,32.0,24.0,critical
2025-12-08,4,SuperSave East,Metro City,28,Lettuce - Iceberg,Vegetables,7,40.0,1,0.14,32.0,20.0,critical
2025-12-12,9,Seaside Market,Harbor Town,7,Grapes - Red,Fruits,10,16.0,1,0.1,32.0,11.2,critical
2025-12-15,5,FreshMart Valley,Green Valley,72,Cod Fillet 300g,Seafood,2,8.0,1,0.5,32.0,43.2,critical
2025-12-24,6,Nature's Best,Green Valley,1,Bananas,Fruits,7,40.0,1,0.14,32.0,36.0,critical
2025-12-25,8,Harbor Fresh,Harbor Town,141,Sushi 8pc Pack,Deli,1,8.0,1,1.0,32.0,24.0,critical
2025-12-31,9,Seaside Market,Harbor Town,80,Croissants 4pk,Bakery,3,12.8,1,0.33,32.0,14.08,critical
2025-12-14,2,FreshMart Uptown,Metro City,25,Broccoli,Vegetables,7,21.3,1,0.14,31.95,19.17,critical
2025-12-30,1,FreshMart Downtown,Metro City,63,Ground Pork 500g,Meat,3,11.4,1,0.33,31.92,137.94,critical
2025-12-03,10,Dock Street Grocery,Harbor Town,73,Tuna Steak 300g,Seafood,2,5.8,1,0.5,31.9,35.38,critical
2025-12-17,8,Harbor Fresh,Harbor Town,20,Raspberries,Fruits,4,9.1,1,0.25,31.85,9.1,critical
2025-12-24,10,Dock Street Grocery,Harbor Town,71,Shrimp 500g,Seafood,2,5.3,1,0.5,31.8,95.4,critical
2025-12-16,5,FreshMart Valley,Green Valley,65,Sausages 500g,Meat,7,12.7,1,0.14,31.75,101.6,critical
2025-12-29,4,SuperSave East,Metro City,80,Croissants 4pk,Bakery,3,12.7,1,0.33,31.75,13.97,critical
2025-12-28,2,FreshMart Uptown,Metro City,83,Burger Buns 8pk,Bakery,5,21.1,1,0.2,31.65,16.88,critical
2025-12-18,2,FreshMart Uptown,Metro City,52,Butter 250g,Dairy,30,15.8,1,0.03,31.6,142.2,critical
2025-12-27,1,FreshMart Downtown,Metro City,141,Sushi 8pc Pack,Deli,1,7.9,1,1.0,31.6,23.7,critical
2025-12-05,8,Harbor Fresh,Harbor Town,27,Spinach,Vegetables,5,26.3,1,0.2,31.56,15.78,critical
2025-12-04,1,FreshMart Downtown,Metro City,74,Tilapia Fillet 300g,Seafood,2,10.5,1,0.5,31.5,42.0,critical
2025-12-09,4,SuperSave East,Metro City,20,Raspberries,Fruits,4,9.0,1,0.25,31.5,9.0,critical
2025-12-15,5,FreshMart Valley,Green Valley,6,Blueberries,Fruits,7,10.5,1,0.14,31.5,8.4,critical
2025-12-24,2,FreshMart Uptown,Metro City,85,Donuts 6pk,Bakery,2,12.6,1,0.5,31.5,15.12,critical
2025-12-27,4,SuperSave East,Metro City,6,Blueberries,Fruits,7,10.5,1,0.14,31.5,8.4,critical
2025-12-16,2,FreshMart Uptown,Metro City,68,Ham Sliced 200g,Meat,10,15.7,1,0.1,31.4,125.6,critical
2025-12-17,6,Nature's Best,Green Valley,63,Ground Pork 500g,Meat,3,11.2,1,0.33,31.36,135.52,critical
2025-12-11,4,SuperSave East,Metro City,30,Bell Peppers - Red,Vegetables,10,20.9,1,0.1,31.35,18.81,critical
2025-12-14,3,GreenGrocer Central,Metro City,73,Tuna Steak 300g,Seafood,2,5.7,1,0.5,31.35,34.77,critical
2025-12-01,2,FreshMart Uptown,Metro City,85,Donuts 6pk,Bakery,2,12.5,1,0.5,31.25,15.0,critical
2025-12-25,2,FreshMart Uptown,Metro City,80,Croissants 4pk,Bakery,3,12.5,1,0.33,31.25,13.75,critical
2025-12-04,2,FreshMart Uptown,Metro City,139,Rotisserie Chicken,Deli,3,7.8,1,0.33,31.2,53.82,critical
2025-12-07,9,Seaside Market,Harbor Town,27,Spinach,Vegetables,5,26.0,1,0.2,31.2,15.6,critical
2025-12-08,1,FreshMart Downtown,Metro City,141,Sushi 8pc Pack,Deli,1,7.8,1,1.0,31.2,23.4,critical
2025-12-08,3,GreenGrocer Central,Metro City,71,Shrimp 500g,Seafood,2,5.2,1,0.5,31.2,93.6,critical
2025-12-09,6,Nature's Best,Green Valley,139,Rotisserie Chicken,Deli,3,7.8,1,0.33,31.2,53.82,critical
2025-12-12,9,Seaside Market,Harbor Town,1,Bananas,Fruits,7,39.0,1,0.14,31.2,35.1,critical
2025-12-27,8,Harbor Fresh,Harbor Town,27,Spinach,Vegetables,5,26.0,1,0.2,31.2,15.6,critical
2025-12-30,4,SuperSave East,Metro City,12,Avocados,Fruits,5,20.7,1,0.2,31.05,51.75,critical
2025-12-16,10,Dock Street Grocery,Harbor Town,70,Salmon Fillet 300g,Seafood,2,6.2,1,0.5,31.0,73.78,critical
2025-12-30,10,Dock Street Grocery,Harbor Town,70,Salmon Fillet 300g,Seafood,2,6.2,1,0.5,31.0,73.78,critical
2025-12-16,9,Seaside Market,Harbor Town,74,Tilapia Fillet 300g,Seafood,2,10.3,1,0.5,30.9,41.2,critical
2025-12-21,2,FreshMart Uptown,Metro City,46,Whole Milk 1L,Dairy,7,30.9,1,0.14,30.9,98.88,critical
2025-12-21,5,FreshMart Valley,Green Valley,12,Avocados,Fruits,5,20.6,1,0.2,30.9,51.5,critical
2025-12-28,3,GreenGrocer Central,Metro City,50,Greek Yogurt 500g,Dairy,14,20.6,1,0.07,30.9,51.5,critical
2025-12-04,7,Valley Organics,Green Valley,63,Ground Pork 500g,Meat,3,11.0,1,0.33,30.8,133.1,critical
2025-12-09,1,FreshMart Downtown,Metro City,68,Ham Sliced 200g,Meat,10,15.4,1,0.1,30.8,123.2,critical
2025-12-10,5,FreshMart Valley,Green Valley,73,Tuna Steak 300g,Seafood,2,5.6,1,0.5,30.8,34.16,critical
2025-12-27,6,Nature's Best,Green Valley,67,Lamb Chops 500g,Meat,3,4.4,1,0.33,30.8,172.48,critical
2025-12-29,3,GreenGrocer Central,Metro City,137,Salad Mix 300g,Deli,5,15.4,1,0.2,30.8,7.7,critical
2025-12-17,5,FreshMart Valley,Green Valley,10,Mangoes,Fruits,8,12.3,1,0.12,30.75,18.45,critical
2025-12-27,1,FreshMart Downtown,Metro City,82,Muffins 4pk,Bakery,3,12.3,1,0.33,30.75,12.3,critical
2025-12-06,9,Seaside Market,Harbor Town,28,Lettuce - Iceberg,Vegetables,7,38.4,1,0.14,30.72,19.2,critical
2025-12-29,3,GreenGrocer Central,Metro City,61,Beef Steak 300g,Meat,3,5.1,1,0.33,30.6,137.7,critical
2025-12-30,1,FreshMart Downtown,Metro City,62,Pork Chops 500g,Meat,3,10.2,1,0.33,30.6,123.42,critical
2025-12-30,7,Valley Organics,Green Valley,62,Pork Chops 500g,Meat,3,10.2,1,0.33,30.6,123.42,critical
2025-12-19,2,FreshMart Uptown,Metro City,86,Cake - Chocolate,Bakery,5,6.1,1,0.2,30.5,12.2,critical
2025-12-29,8,Harbor Fresh,Harbor Town,12,Avocados,Fruits,5,20.3,1,0.2,30.45,50.75,critical
2025-12-06,10,Dock Street Grocery,Harbor Town,66,Turkey Breast 500g,Meat,3,7.6,1,0.33,30.4,41.8,critical
2025-12-21,6,Nature's Best,Green Valley,139,Rotisserie Chicken,Deli,3,7.6,1,0.33,30.4,52.44,critical
2025-12-23,6,Nature's Best,Green Valley,19,Cherries,Fruits,5,7.6,1,0.2,30.4,4.56,critical
2025-12-25,2,FreshMart Uptown,Metro City,19,Cherries,Fruits,5,7.6,1,0.2,30.4,4.56,critical
2025-12-30,1,FreshMart Downtown,Metro City,72,Cod Fillet 300g,Seafood,2,7.6,1,0.5,30.4,41.04,critical
2025-12-14,8,Harbor Fresh,Harbor Town,73,Tuna Steak 300g,Seafood,2,5.5,1,0.5,30.25,33.55,critical
2025-12-19,4,SuperSave East,Metro City,1,Bananas,Fruits,7,37.7,1,0.14,30.16,33.93,critical
2025-12-02,4,SuperSave East,Metro City,67,Lamb Chops 500g,Meat,3,4.3,1,0.33,30.1,168.56,critical
2025-12-19,3,GreenGrocer Central,Metro City,67,Lamb Chops 500g,Meat,3,4.3,1,0.33,30.1,168.56,critical
2025-12-24,7,Valley Organics,Green Valley,67,Lamb Chops 500g,Meat,3,4.3,1,0.33,30.1,168.56,critical
2025-12-28,2,FreshMart Uptown,Metro City,20,Raspberries,Fruits,4,8.6,1,0.25,30.1,8.6,critical
2025-12-06,6,Nature's Best,Green Valley,139,Rotisserie Chicken,Deli,3,7.5,1,0.33,30.0,51.75,critical
2025-12-19,8,Harbor Fresh,Harbor Town,19,Cherries,Fruits,5,7.5,1,0.2,30.0,4.5,critical
2025-12-22,7,Valley Organics,Green Valley,84,Tortillas 10pk,Bakery,14,20.0,1,0.07,30.0,14.0,critical
2025-12-31,5,FreshMart Valley,Green Valley,65,Sausages 500g,Meat,7,12.0,1,0.14,30.0,96.0,critical
2025-12-04,8,Harbor Fresh,Harbor Town,63,Ground Pork 500g,Meat,3,10.7,1,0.33,29.96,129.47,critical
2025-12-12,4,SuperSave East,Metro City,77,White Bread Loaf,Bakery,5,29.8,1,0.2,29.8,23.84,critical
2025-12-20,1,FreshMart Downtown,Metro City,34,Mushrooms,Vegetables,5,14.9,1,0.2,29.8,8.94,critical
2025-12-08,3,GreenGrocer Central,Metro City,78,Whole Wheat Bread,Bakery,5,24.8,1,0.2,29.76,17.36,critical
2025-12-02,6,Nature's Best,Green Valley,20,Raspberries,Fruits,4,8.5,1,0.25,29.75,8.5,critical
2025-12-07,8,Harbor Fresh,Harbor Town,42,Asparagus,Vegetables,5,9.9,1,0.2,29.7,8.91,critical
2025-12-18,1,FreshMart Downtown,Metro City,73,Tuna Steak 300g,Seafood,2,5.4,1,0.5,29.7,32.94,critical
2025-12-25,2,FreshMart Uptown,Metro City,73,Tuna Steak 300g,Seafood,2,5.4,1,0.5,29.7,32.94,critical
2025-12-29,7,Valley Organics,Green Valley,6,Blueberries,Fruits,7,9.9,1,0.14,29.7,7.92,critical
2025-12-31,2,FreshMart Uptown,Metro City,74,Tilapia Fillet 300g,Seafood,2,9.9,1,0.5,29.7,39.6,critical
2025-12-20,9,Seaside Market,Harbor Town,139,Rotisserie Chicken,Deli,3,7.4,1,0.33,29.6,51.06,critical
2025-12-04,7,Valley Organics,Green Valley,85,Donuts 6pk,Bakery,2,11.8,1,0.5,29.5,14.16,critical
2025-12-20,10,Dock Street Grocery,Harbor Town,86,Cake - Chocolate,Bakery,5,5.9,1,0.2,29.5,11.8,critical
2025-12-27,4,SuperSave East,Metro City,82,Muffins 4pk,Bakery,3,11.8,1,0.33,29.5,11.8,critical
2025-12-07,1,FreshMart Downtown,Metro City,6,Blueberries,Fruits,7,9.8,1,0.14,29.4,7.84,critical
2025-12-12,4,SuperSave East,Metro City,25,Broccoli,Vegetables,7,19.6,1,0.14,29.4,17.64,critical
2025-12-14,4,SuperSave East,Metro City,40,Garlic,Vegetables,60,19.6,1,0.02,29.4,9.8,critical
2025-12-27,5,FreshMart Valley,Green Valley,71,Shrimp 500g,Seafood,2,4.9,1,0.5,29.4,88.2,critical
2025-12-28,1,FreshMart Downtown,Metro City,74,Tilapia Fillet 300g,Seafood,2,9.8,1,0.5,29.4,39.2,critical
2025-12-30,9,Seaside Market,Harbor Town,63,Ground Pork 500g,Meat,3,10.5,1,0.33,29.4,127.05,critical
2025-12-11,1,FreshMart Downtown,Metro City,80,Croissants 4pk,Bakery,3,11.7,1,0.33,29.25,12.87,critical
2025-12-18,6,Nature's Best,Green Valley,136,Fresh Pasta 400g,Deli,5,11.7,1,0.2,29.25,11.7,critical
2025-12-04,7,Valley Organics,Green Valley,139,Rotisserie Chicken,Deli,3,7.3,1,0.33,29.2,50.37,critical
2025-12-10,1,FreshMart Downtown,Metro City,4,Oranges,Fruits,14,29.2,1,0.07,29.2,14.6,critical
2025-12-26,9,Seaside Market,Harbor Town,19,Cherries,Fruits,5,7.3,1,0.2,29.2,4.38,critical
